Name,Position,PC1,PC2
Adeilson Gesser,RAM,1.7285318615794294,-1.6162735612299703
Roderick Miranda,CB,0.1217993764083636,2.7023895138488085
N. Besara,CAM,1.379420827452781,-1.2219213629752428
D. Zbozie?,RB,1.5498429196360142,1.2428218285909325
J. Cuero,LM,1.5458860273918578,-1.5434543724314858
R. Coly,LB,1.8181852829030547,0.9021576598440914
K. Müller,GK,-4.671149366371069,0.37383484781583415
R. Zozulya,ST,1.0648509316187804,-0.7631833895789245
R. Mphahlele,RB,1.1837361381975677,1.6347074553257919
K. Lee,CM,2.1223792813029463,0.08793665614439666
B. Koita,ST,0.6919797421311594,-1.6179867581415364
Heltinho Melo,LAM,1.541212557641519,-0.739299673727298
Nascimentardo,RAM,0.9524352015074149,-2.191357582743012
P. Barrera,RM,1.6134772265792403,-0.542991062667178
R. Pucino,RB,1.761623142833668,0.9128063952695338
Miguel Rodrigues,CB,0.2065123289715872,1.7818929380668842
C. Pinares,LCM,1.4703447575483,-0.9450417787007467
A. Gonçalves,CM,1.7111351822044014,1.6112159368938912
K. Musona,CF,0.9651146574594013,-2.6603852721726806
Tiago,ST,1.438330624708469,-1.356618089718705
N. Leiva,LM,0.5014175388616019,-2.69211286170522
A. Schiavone,CM,2.019501899064292,0.7629928035767193
Manuel da Costa,RCB,0.08849921697395485,2.2545543790305484
S. Hierländer,RM,1.9323091878643681,0.3296451913999688
Bruno Alves,RCB,0.6209856667046535,1.7508208496029845
J. Velázquez,RCB,0.5308711479150269,1.3939422914705668
M. Chanot,RCB,-0.3199292467754404,2.610330940599886
O. McBurnie,ST,1.0655511164211766,-1.3570596423242673
J. Onomah,CAM,1.7176868402302734,-0.3093284512208086
M. Madl,RCB,1.2118335924972663,1.9757640236717364
Cucurella,LM,2.4066663551448735,-0.08433718210410804
C. Araujo,LB,1.2807785095145068,1.3517739836141471
M. Hartmann,CDM,1.1892944051622,2.161841623927319
M. Spiranovic,CB,0.12986938257089528,2.8136469714274375
Chong Te Se,ST,0.8532081518842551,-0.966945918957458
M. Albornoz,LB,1.6112591150104034,0.8015739338268574
A. Nukan,CB,-0.6400515970973303,2.5212584445290824
L. Szuka?a,CB,-0.6787497679454029,3.141129260770306
E. Perlaza,RB,1.5767483466176966,1.0737969817319701
M. Dal Hende,LWB,2.3532956163504544,0.44830878860673706
Emerson Avintes,RAM,0.4822694496433762,-2.1047810309809423
Saberto Botelho,LDM,1.4845327495841627,1.6831900072473809
J. Dahlin,GK,-4.794540266978085,0.8936189064248705
Martin Cordeia,CAM,0.8409837555364358,-0.32153144067970485
A. Oukidja,GK,-4.5891796862235115,0.08695891827442685
B. Angulo,ST,0.7191666898020468,-2.5094320317443275
S. Burchert,GK,-4.84251964295686,0.19853516670418464
Nélson Monte,CB,0.435144763163277,2.197627784914567
D. Rojas,CAM,1.2331141653448796,-1.1678618544078254
Charles,GK,-5.00138843983441,0.03587497075272946
H. Wolf,CAM,1.1006161713278293,-1.9572413977295138
E. Videla,CM,2.040189691060909,0.8865139622330696
P. Ledesma,CDM,1.1988649062291408,1.2543395007586982
R. van Drongelen,LCB,0.5176773344261455,2.1777794338843144
F. Jensen,CF,1.876018972561604,-0.5749738287265057
Artur,RDM,2.136684245186392,0.6891244405163522
Edgar Costa,RM,0.8602681793264424,-1.028530364887505
S. Martínez,CDM,1.7887932785507332,0.9605101062902371
D. Fisher,RB,1.3031672343170706,1.6486608342311797
L. Clarke,ST,0.1475646265807244,-1.0728827479848786
T. Hubo?an,CB,0.7929274839277977,1.8390052062555375
Dani Castellano,LB,1.7935234581221615,0.9501580004791261
Javi Castellano,CM,0.4405565222644551,2.334574514339524
P. Olkowski,RB,2.2259012872995587,0.744645840223155
M. Caligiuri,CB,1.2759238574281841,1.1305844726317265
Marlion Rolim,LAM,0.9656286662104716,-0.6478265916557366
D. Burn,LCB,-0.22011148227862257,2.6936541040321935
S. Schwab,RDM,2.2467908084577455,0.7049418347810743
O. Aina,RB,1.7644389676652934,1.3315925855692177
A. Mina,LCB,-0.022927421300209874,2.49686254381668
S. Guirassy,ST,0.7305498158656822,-1.5509896395600224
L. Paqarada,LB,1.56203194804276,0.8473567051207648
J. Sánchez,RB,1.880727503309509,0.019106808457322617
J. Wallace,RM,1.5144673491378773,-1.1583170362323731
Jota,LCM,1.7368268006402132,-0.07569335055533004
Jesús Imaz,CAM,1.0241788374455876,-1.7176705524785494
Dani Hernández,GK,-4.470755106929933,0.9134320406347022
K. Diatta,RM,1.6151320754514498,-2.074705209238205
X. Chavalerin,LDM,2.1433083706658964,0.40226076476549555
G. Tzavellas,LCB,1.340336012527851,1.1967193952426978
O. Omoijuanfo,LS,1.612422357137763,-0.5999694236858534
S. Dimitrievski,GK,-4.295040766465183,0.5031357773012587
Eltildo Bessa,ST,0.605226333535581,-3.2289879942545587
B. Marshall,LM,1.5306866211379206,-0.335015123177748
N. Mendez-Laing,RW,1.5033891149088372,-1.3424700176831357
Álex Martínez,LB,2.158773951893967,0.6419933759084948
Z. Bakkali,LM,-0.247985934855548,-3.855990144947045
G. Gimbert,ST,0.7945426148334057,-1.0980445371197225
M. Gaji?,RB,1.8961446422998072,0.5726227712294403
S. Aigner,ST,1.3853427748250193,-0.9837703290903311
P. Köpke,ST,0.8315753232720895,-2.1090466369793885
F. Klos,RS,0.3607671271676236,-0.8185274524082187
K. McLean,CM,1.988170659770259,-0.4053662410791384
M. Olsson,LB,2.0385276109733663,0.4942972288869756
C. Nyman,ST,1.2233115018121599,-1.7036047621160986
O. Estupiñán,ST,-0.1953047459923609,-1.9462631195975169
B. Wright,CB,0.7547254120998513,1.6956508989022976
J. Bednarek,LCB,0.31417930148529677,2.164263258731078
L. Vibe,ST,1.2624897386156504,-1.822336670247304
O. Jiménez,GK,-5.177719569392642,0.7561683973385246
Alejandro Rodríguez,ST,0.8876427416520298,-1.6331643324428886
T. Elphick,RCB,-0.2929110296762764,2.367891847390319
David Ferreiro,LM,0.09816255014317216,-2.9931998055288673
M. Gobbi,LB,1.1131437864036378,1.345504011574455
R. Insigne,RW,0.3615104083956601,-3.2739521261943367
N. Gyömbér,RCB,-0.639373348553853,2.4420804876838944
Túlio Sandoiro,ST,0.7200585170130006,-0.904140831313552
Hélder Barbosa,LM,1.2013172213476198,-1.4359682576554478
B. Sako,LM,1.145097472871911,-0.9319719460087723
M. Domizzi,CB,-1.4119090496096451,2.5529219849628255
P. Oniangué,CDM,2.0971609475025264,1.1670294891306703
P. Onuachu,ST,1.6916069490507235,-0.633494384772777
F. Balmont,CM,0.8073401099324615,1.1308296674139122
Antoñito,RB,1.9965479592922077,0.4168983453006041
A. Baby,LM,2.316021000351916,0.0065222146023776
B. Petkovi?,ST,0.6314895876054042,-1.66667591678427
Nélson Lenho,LB,1.799276057174833,1.147520325913768
Gumbau,CDM,0.7895568290303824,1.5819147986060986
C. Aboagye,CM,1.6478954540552575,-0.9766058010640426
Y. Erdo?an,LM,2.1280205466195836,-0.6596559340026489
Paulinho,ST,0.43882016211800146,-2.0717843280388335
J. Cooper,LCB,0.22472642396558642,2.2764380467006906
S. Malone,LB,2.0512488518333902,0.5701973511828593
M. Malo?a,RCB,0.283624737644545,2.063667381715448
G. Berardi,RB,1.3981819872485857,1.6281860603694243
Samu García,RM,0.6971677115080963,-1.6287029074196806
T. Derijck,CB,0.409633857808418,1.9192406710598895
A. Khalili,CAM,2.2578738826730635,0.27343437383593944
Y. Endo,RCM,0.947981588273752,1.2611314577317667
E. Kaçe,LDM,2.3668587033786093,0.34375803271763794
D. Machado,LB,2.1553105821756398,0.00997897695097059
S. Plavši?,LM,0.7325675250941486,-2.545036046295012
H. Reed,RM,1.5193939730188566,0.878695840697248
S. Klaiber,RB,2.1973807839668607,0.9636461093038826
J. Boga,LM,1.1182430811852995,-1.1973501303005134
D. Contento,LB,1.2999087519775112,1.191771614370252
S. Padoin,RB,1.6110375521004086,0.6848010214250159
D. Foulquier,RM,2.003246273725908,0.8437777478127855
Paco Montañés,LM,1.1491703964469526,-1.3747568197418367
T. Dingomé,CDM,2.1417162651161212,0.6164822411103977
D. K?dzior,RM,1.533651279679612,-1.2128380292247447
E. Ta?demir,LB,1.9135727604795083,-0.27131924604531116
P. Coutts,CM,1.6875230395082794,0.6278828365396059
D. Dumi?,CB,0.7316006949366535,1.7762119383600368
Juan Carlos,GK,-3.9805436063095647,-0.08133746266817342
S. Privat,ST,0.005518529832848123,-0.7532016632122724
G. Montiel,RB,1.7858685472178433,1.0335464787366493
João Gamboa,CDM,1.7606263935718403,1.065553731472399
A. Zhirov,CB,0.12832067436397643,2.838339665446869
M. Tosetti,RM,1.1414808820923361,-1.4199206725967117
André Milazisco,GK,-5.128387848426876,1.031029664136342
M. Colin,RB,1.3478859466210298,1.4822376971509974
F. Jozefzoon,RW,1.4628522871555552,-1.2778236967171277
D. Moor,CB,0.5457172193277892,1.7669780752438728
A. Turan,CB,-0.9384050636042303,2.5433119960016466
O. Bayram,LB,2.2293452136375027,-0.04748359582086687
S. Bossut,GK,-4.441827881226967,-0.06569319388731085
J. Irvine,CAM,2.3232116835210124,0.8295647933923047
D. Biraschi,RCB,-0.20554988221932718,1.833593282320375
A. Bouchalakis,CM,1.7199183863233125,0.6707539115582595
A. Voglsammer,LS,1.3417691082368866,-1.150653142102028
Son Jun Ho,RCM,1.7625902000555544,0.6429633784622918
A. El Said,RCM,1.03743007916149,-1.4457391896379006
A. Yiadom,RB,2.0839217654222884,0.49197750969311776
W. Sobota,LM,1.2625464769284345,-2.3823254132814577
I. Latovlevici,LM,1.918024225154773,0.8701688019592924
B. Leal,LDM,1.0402098145757357,0.6540170105668546
E. Zelazny,GK,-4.6936400878560915,0.2643421063100405
A. Brignoli,GK,-4.700381178811314,-0.49524045454273463
K. Narey,RM,2.559182502979332,-0.16371237308349493
M. Pugh,LM,1.027956418914732,-1.0629816322399694
S. McTominay,CM,1.9577984293502995,1.1026772334680721
Fabrício Baiano,RDM,1.6755648291009806,1.1601729457266088
F. Navarro,RB,2.0705836232191026,0.2349430164520969
R. Baji?,ST,0.22962859118826232,-1.6471145019497029
M. Le Bihan,ST,0.5182888716087465,-0.32653898891650224
A. Rentería,ST,1.0261164540918004,-2.1711783481087985
A. Leya Iseka,ST,0.9435575923555136,-1.94916633041548
André Moreira,GK,-4.209675937604761,0.4168485607423492
C. Gülselam,LDM,1.1741002593587038,2.228406744812857
M. Rodríguez,RB,2.0269364546985535,0.296825882774274
G. Litteri,ST,0.6109997073006423,-1.521083362741431
Raphael Rossi,CB,-0.05893566371928775,2.570600803354766
B. Kamara,GK,-5.07906678365653,0.3161616181973518
R. Oshima,RDM,2.3673452235216437,-0.011433573925486275
L. Bruins,LM,1.4505533685980279,-0.11394946423905226
N. Kebano,LW,0.9435998142217878,-1.8650278343426645
Wiliam Santinho,GK,-5.035773135986522,1.3856564792852848
L. Sadiku,CDM,0.689644553867007,1.467144653866714
Y. Barbet,LB,1.4002564617962032,1.4094078755687973
Javi Moyano,RB,1.3989015699290204,1.4624363617689955
J. McLaughlin,GK,-4.050233333054013,-0.0446972856062059
M. Büchel,CM,1.8606706470548102,0.6075082961289949
B. Oviedo,LB,2.031034733167738,0.31647056303534754
J. Osorio,CM,1.916842540169287,-0.4806329059518033
Wagner Orsinho,LB,1.636322651430318,0.372006402471784
J. Elías,RCM,1.7524111601428243,0.9658515811099466
Evandro,CAM,1.056781327542615,-0.2899489485904345
Manu Morlanes,CM,1.6058278516342184,-0.06354066535347398
K. Großkreutz,RB,2.3547096653621513,0.5508832907379921
T. Kessler,GK,-4.366209693483761,0.38316598805997093
M. Beevers,LCB,0.06376398014798985,2.5539885048862483
D. Gastaldello,LCB,-0.5593465767866576,2.372330296747627
P. Faragò,RM,1.9394849025894898,0.4526231076041332
C. Ramírez,LCB,0.34743746357671434,1.755570340881661
I. Bennacer,CM,1.8530902983988338,-0.7644098474085226
O. Coulibaly,RB,1.7980104586744048,0.8284033136563754
Alex Alegría,ST,0.05744622950518015,-1.4777199989719711
C. Adjapong,LM,1.3703781597601932,0.37099570954061883
Dorado,CB,-0.7785712156154694,2.093061050445732
J. Walters,ST,0.8825628785241014,0.08700784110044234
A. De Sart,LDM,1.8183211157703287,0.3069063055336206
Luisinho Conradi,LB,1.7360869745027636,0.5064231082665995
B. Özcan,CAM,0.7736230492720799,-1.2514545820402871
P. Bamford,ST,1.2444704863538711,-1.277734692102258
R. López,RB,2.220366279025543,0.35262701130590196
F. Monteseirín,CB,0.5403616947151624,2.0053156655736357
A. Calabresi,CB,0.08978516145274114,2.2828038940000632
J. Léa Siliki,CM,2.1216929579888375,0.24263695531210555
J. De Sart,CDM,1.7090624147650697,0.8579798401561554
M. Sylla,RM,1.294741619599993,-1.0947957961278327
K. Boli,LCB,0.2872456399448116,2.359612568923042
D. Avdijaj,LW,0.37133351692783184,-2.627912904244658
Nauzet,GK,-4.7493246342469275,0.6857950180297231
G. Molins,ST,1.1425052460845393,-0.8734545030579289
M. Hector,LCB,1.114991249199308,1.5316741856733374
S. Andersson,ST,0.5425609871586163,-1.7353373579063809
F. Erpen,CB,0.0007788110139235658,2.2034193626664216
F. Meza,CB,0.7263840158832344,1.8063851245574118
D. Lemos,LDM,1.6102202666551542,1.655652392350323
Z. Kuzmanovi?,CM,0.7588620836858041,1.6919166746915473
Lisandro Semedo,RW,0.9525025051423095,-2.131268914235421
J. Prior,GK,-3.8437793648326934,0.3290817774555395
V. Salazar,RB,2.2793702362574932,0.18819583015208763
A. Diomande,ST,0.6484952973511614,-1.1980975979747772
A. Niane,ST,0.4507153169990537,-2.1517173468399986
Stephen Eustáquio,CDM,1.8228513491680614,0.8708708637467123
W. Montoya,RM,0.7491095984990185,-1.604228001220605
Kadu,CB,-0.6650384856279563,2.8063875660864546
D. Bentley,GK,-4.092818142904028,0.24220603216444445
B. Dr?gowski,GK,-4.2423248620709995,-0.05785632293123871
G. Mancini,LCB,-0.43954541528435626,2.2659792510525802
T. Clarke,RB,-0.9094012450613976,2.716561867949928
F. Boeckx,GK,-4.570631865572912,0.5465568743358673
Adryan,LS,1.0452476371934505,-1.6241010485924159
M. Grüttner,RS,1.0088841736108984,-0.9793793785331577
J. Cevallos,CAM,0.9341291228308436,-0.9702314093857008
L. Acosta,GK,-3.530236415640256,0.533883995735058
M. Guendouzi,CDM,1.6635748568309279,0.6656646817074293
F. Nita,GK,-5.007644194152953,0.6524132637483373
P. Ebert,LF,1.6262469352044362,0.043964127349676634
D. Marshall,GK,-4.48012324830275,0.0125359090425243
K. Peterson,LM,1.0456957165019465,-1.860835442555258
S. Lammers,ST,0.8703792254393374,-1.4466179529155567
A. King,CM,1.9211916008297831,0.6804803581942549
P. Mwene,RB,1.936554175135033,0.08891659062672845
Andrei Girotto,CDM,1.771114520663165,0.9594296800547321
Danilo Silva,RCB,1.5692699473485114,1.2254079723160471
B. Kuscevic,LCB,0.946223650562475,1.6519947955809098
D. Sallói,LW,1.5223114407777583,-1.5727846337085574
Ukra,RW,0.7148402868604307,-2.059437515753436
B. Acosta,LCB,0.12647195583300402,2.598023367306222
Tramontinaldo,RB,1.0793273121834286,0.2941499868510953
S. Hernández,CAM,1.6139199377835718,-0.09709124607407821
L. Lacroix,CB,0.4687229772468443,2.7353481597373186
A. Godoy,RCM,1.7035989144955777,0.9567959001101293
N. McGinn,RM,1.3564081372823273,-2.0325740752865395
T. Boyd,RM,0.6826024584849513,-2.657871675054588
M. Eikrem,CAM,1.1564038452793703,-1.27947953185734
Kang Hyeon Mu,GK,-4.574980368611804,-0.8532422038941343
H. Toledo,LW,1.622344420451585,-0.928716922195453
M. Lacen,CDM,1.150518525923619,1.0332803220989653
E. Adu,CM,0.6446957140568622,1.6391576750037156
L. Antei,CB,-0.7156709452315357,2.4450037197066066
Adriano,ST,0.4949044463358082,-2.0512203933783426
N. Foor,LCM,2.114986326405238,-0.8559821351195245
C. Quintana,CB,0.17067377016849758,2.575165837218414
Ângelo Neto,RCM,1.91174533523342,0.47125778449123723
A. Tinnerholm,RB,2.4611480011258107,0.7499989096658426
V. Verre,LCM,1.5713286619165272,0.2304076356330938
I. Provedel,GK,-4.561115742137035,0.08888808286274369
R. Herrera,CB,0.3523332835170876,2.0847887606620668
J. Féret,CAM,0.8833488766299975,0.26898446223211137
J. Attamah,CB,1.2082955742869435,2.030399996384259
Bremer,CB,0.7835310364979029,1.6300545139113167
Dorca,LDM,0.7389334993152731,2.124445044464158
Defendi,CB,-0.8933813504778209,2.8592014343878684
Jonas,LDM,1.2891258196489976,1.966036433808754
P. Armero,LB,2.3112713018106747,0.4589660038374556
H. Van Der Bruggen,LCM,1.4527754879581425,0.8348012656711197
L. Garritano,CAM,1.225839467248789,-2.064539847203046
K. Balanta,CDM,1.618597030042745,1.3361531443086887
Silvosinho,RB,0.5811825242670522,0.8868588351090815
Tony Muttinho,RB,1.6463841390062302,1.2166281299473278
D. Petratos,RM,1.9414061110900205,-0.4670413621210822
Manu Barreiro,ST,0.5010826901379997,-0.917451177254526
R. Köse,GK,-4.126896923063764,0.2030770712676834
Oier,RDM,2.067652906368393,0.8046292291391663
N. Rimando,GK,-4.376520837530927,-0.39539104319343016
J. Arzura,CDM,1.7202949356078776,1.5147187737262098
S. Davis,LDM,2.109083518757865,0.41098665942153617
Nacho Vidal,RB,2.079252993231202,0.31521066399695213
M. Samudio,LB,2.000716138312917,0.7699507393058972
M. Martin,CAM,0.5463565803430325,-0.20212732151795978
F. Cubero,CB,-0.13186809334258737,1.3203947522290151
R. Baca,LDM,2.5435195606890026,0.4418738400352002
Ivo Pinto,RB,1.7690897082270294,0.8238326298089649
S. Doukara,ST,0.9862243450767946,-1.6113657286594958
Y. Shakhov,CAM,1.7102041053717685,-0.20521397856691884
O. Çek,LB,2.085606549892854,-0.09292386550622452
O. Zinchenko,LB,1.9380279892607115,0.08024744124380954
S. Limbombe,RM,1.0188521969365758,-1.8863867020505558
K. Galanopoulos,RDM,1.717420401474639,0.5706564618495052
Feng Xiaoting,RCB,0.3301739701912956,2.149688385044325
M. Jevtovic,RDM,1.5136832334430588,1.5084486861547328
Arroyo,RCB,1.174037065446977,2.0221394925689204
Joel Pereira,GK,-4.474441273603603,-0.09357669648026207
Xavier,LM,0.8765047688456498,-1.8580593554464655
E. Remedi,LDM,1.3556146537882259,1.4930218973646787
L. Mare?ek,LCM,2.019467785202936,0.831349078477071
C. Martina,RB,1.4116398108329806,1.313961421979637
K. Sugimoto,RS,0.5535450468246875,-1.8477304223346553
A. Wilkinson,RCB,0.44434259172298485,2.329619807586529
Mano,RB,1.7202349497050453,0.24406402618608886
B. Rienstra,RDM,2.144047820015082,0.6239928693212042
Z. Kalmár,LCM,0.7028706685484016,-0.9232307438672666
P. Aquino,CDM,2.21972674218622,0.39575424671985393
R. Faty,RDM,1.34760301894039,1.9946045492337536
M. te Wierik,RCB,1.2153114217934375,1.5460830787076347
J. Callsen-Bracker,CB,-1.2866421867027258,2.349418165866773
J. Isijara,RM,1.4023882237974015,-1.2000632289916224
R. Torres,CB,-0.5101692453322052,2.35000749680252
M. Çelik,RB,1.5844526449539968,0.7559290006642664
B. Sharp,LS,0.3765489301486077,-1.0202485413368825
T. Tomiyasu,RCB,0.8884805912695114,1.7959279716782397
G. Thorne,CDM,1.4146477628888998,1.1165361593014913
O. Rashid,LCM,1.7575245814742808,-0.24094953053969165
M. Al Owais,GK,-4.240253793940905,0.10617782571662548
S. Palacios,RM,1.4757150537790789,-1.688952896966434
D. Benlamri,CB,0.6065169184083148,2.4036698892114403
O. Haddadi,LB,1.0070155673534327,1.7663665739773664
N. Kati?,CB,0.837181143300415,1.7299354024303684
S. Thern,LCM,2.311237115403986,0.26324723813942785
N. Bitton,CDM,1.3687657112340048,1.7782933841740605
A. Søderlund,ST,0.7128394454642176,-0.5783919233258704
A. Ateef,LDM,0.8535600352952846,1.3786202223919455
E. García,LB,2.029062541201324,0.824220541829353
Alexandre Guedes,ST,0.34771354685667727,-2.18181709483693
R. Hilbert,RB,1.5955643300026796,1.0896671879155508
Álvaro Lemos,RB,2.0396397246965066,0.37390383448380377
Flávio,CB,-0.2443404097912992,2.9225125476173948
Pombaxinho,LCB,0.1122916514542992,2.339845385704917
R. Sawyers,LCM,1.1773872521332622,-0.6340509769892627
D. Leki?,ST,-0.27383368901722,-0.9652448890844953
N. Champagne,GK,-5.077861441596533,0.2987460089701766
Fábio,LB,1.4108829931892988,0.5288114796577598
Deivid,CB,0.9643351567686408,1.8117569884146318
B. Hämäläinen,LCB,1.4890493808351686,1.4014093481108565
S. Dubarbier,LB,2.097456821929135,0.9126582319438753
L. Cavanda,RB,1.705749892947157,0.6898106168160212
Patrick,RB,1.5470443871947286,0.5893421523390124
C. Cisneros,LM,1.0786431762549726,-1.1851109309543102
J. Brownhill,RCM,2.4189567946067845,0.4405247211866862
Heitinho Zanon,LCB,-0.23072804481049752,2.575287503461939
J. Bolingi,LW,1.0746233881066036,-1.8672577373136592
E. Conde,GK,-5.76351714521842,-0.5278157496559588
T. Hemed,ST,0.054128053442287445,-0.6632393960648656
L. Krajnc,CB,0.6945239648984542,2.0866049684563373
P. Terracciano,GK,-4.787025264532043,-0.053563157522846405
N. Pasquini,LB,2.120944454460807,0.471705119527678
G. Acosta,RM,2.411312206175067,0.25985302069372707
Fernando Boldrin,CAM,1.3426260142446844,-0.1384591327369741
Fidel,LM,0.5668231969821586,-2.1030233459959735
M. Rodriguez,CAM,0.5161006053731376,-1.9831323542972696
K. Sema,LM,1.622592591899601,-0.6302620662149814
Y. Candelo,RM,2.017817245218436,-0.6995940420496104
R. García Guerreño,RCB,0.369608792953268,2.103638281373932
A. Maitland-Niles,CM,2.2627939891655555,0.013051101733425755
Nathael Silbeira,GK,-6.198675130679072,-0.12139305718176795
Marco Rocha,GK,-3.513383855772642,-0.6498155397997897
S. Colombi,GK,-4.504061239332269,-0.15080664262126828
Unai Medina,RB,1.9283839141195722,1.237573780683391
Jair,LM,1.6131908215328625,-0.7475255770289875
J. Lynch,LCB,0.010355914915838647,2.3211388383066636
C. Fai,LB,1.4297313903617246,0.7841444491304329
M. Rygaard,ST,1.1575681444891253,-1.0590924375569288
M. Djenepo,LM,1.3123410771797082,-2.0712171013560994
M. Männel,GK,-4.395040983703217,-0.08637254376262508
M. Dawson,CB,-1.8018405207433215,3.0774949614485676
Cristian López,ST,0.9498059667624802,-1.2552243859330414
A. Esiti,RCM,1.0748430087853917,2.9082093403824487
O. Govea,RDM,1.4135626470795883,0.8091434460809727
Eduardo Fonseira,GK,-5.551973811592529,0.49680044567721293
R. Beerens,RW,0.46978572662125795,-2.504680556306432
Sebas Coris,RM,2.1089826416394817,-0.16982136071684428
B. Róchez,ST,0.1974523129300342,-1.9628617353609672
Carlos Martínez,RB,1.193691499988763,1.3282370548061921
Cao Yunding,LM,1.1718258426334958,-1.5964108399848245
Eguaras,CDM,1.6200027135258255,1.1802123564850016
O. Pérez,GK,-4.31989678178254,-0.20811454389454823
J. Siebenhandl,GK,-4.120168187727097,0.5021471966717086
A. Kolomeytsev,CDM,2.4948147220824892,0.6746395854225208
Crivellaro,CAM,1.2267130962384258,-0.0003403146630504771
L. Lollo,CM,2.2823790121708187,0.20067491901938836
S. Maguire,ST,1.291132899199119,-2.255250056888431
Cafú,RDM,2.303857247472569,1.2190394057599903
Zapater,RCM,1.2309747315024093,1.458266367660578
J. Botaka,RM,1.5515339363649705,-0.48589102555271046
J. Böðvarsson,ST,1.1498654396586006,-1.1716050698698974
N. Sarenren Bazee,RM,0.7872243669266189,-2.4261846218393943
R. Bianco,CM,1.64498374139558,0.8626775515911868
O. Ad?n,RM,1.1532874259862598,0.13518982863264487
A. Peši?,ST,0.7713563341056479,-0.23282736593724662
G. Hendrickx,LDM,1.8131307276077342,0.5041154968575625
J. Hochscheidt,CAM,2.0158158798507095,0.04273032070898161
J. Cabezas,CDM,1.859809120162299,1.3442816066332366
Jony Reitosa,RB,1.0432370580342547,1.596092750604814
P. Šteinbors,GK,-4.25518907167983,0.18443872187304677
K. Çörekçi,RB,1.7977874114803716,0.5377399063117566
J. Murphy,LM,0.706739784497797,-2.6420311708958755
R. Gagliolo,LCB,1.187937147497053,1.312453791386206
D. Solanke,ST,0.6206463757426047,-2.0874069494443233
F. Sacko,RB,1.4278721994381225,0.8499325326688052
J. Sýkora,RM,1.7029064886075087,-0.7870054307377626
D. de Buen,CDM,1.8357802567292436,1.0787699013051937
F. Veseli,CB,1.0329962661700829,1.1282294909146606
A. González,RB,2.6046193466431844,0.36313714973685474
D. John,LB,2.164967945482481,-0.05427770769611943
D. Ousted,GK,-4.895270894969922,0.1498280421158082
A. Preciado,LW,1.1435212903445302,-1.836575720287954
Filipe Chaby,RW,0.6334453012284262,-1.6912065884218952
F. Torijano,CB,-0.03864543443340566,2.295115728278895
J. Valenzuela,LCB,0.420327961968005,1.737921445743511
Barbosaldinho,LCB,-0.7293125434766422,2.889007977734366
Santi Comesaña,CDM,1.3539114794230316,0.5663758404842444
Luís Machado,LM,0.7408077567249055,-2.7232701713523952
Han Chan Hee,RCM,1.7278815783508283,-0.5174027849467081
D. Geiger,CM,1.1928702441420875,-0.46451898108941514
F. Bradari?,CM,1.3252012508263213,0.9822345037523057
L. Figueroa,RM,1.5883165435798823,0.29972662575433456
K. Stuhr-Ellegaard,GK,-4.2011608773457265,0.6828137246140051
F. Zampano,RM,1.6677978462241179,0.9783137793788883
U. Hünemeier,RCB,0.2611273731239111,1.7316372506539712
A. Canelo,ST,0.8372442634650764,-2.2361432415115403
F. Ogier,LCB,0.012624927559046335,2.478050532171211
Luiz Antônio,RDM,2.1935934150591327,0.6126545378330349
J. Maclaren,ST,1.5166688199123926,-1.0479275144547364
G. Þórarinsson,LM,2.1828103693145233,0.4806979489857156
B. Leroy,GK,-5.619083272481509,-0.6778193657964402
M. Sampirisi,RCB,1.0165173985741567,1.7099244898606798
C. Higuita,CDM,2.064104670045491,0.7807024876200394
Wilson Manafá,LB,2.008188705124602,-0.20440953126927755
B. Bariši?,LB,1.608422742193536,0.9131914196706856
João Lucas,LB,1.6602974544912383,0.27463604998041447
V. Kadlec,ST,1.1463270400898837,-1.6611791787328343
S. Lundevall,LM,0.9903580506515148,-1.3196298547208478
Alberto Benito,RM,1.5874622936928515,1.3135883221657287
H. Mendyl,LB,1.89061869183681,0.5483669741270596
J. Paintsil,LM,0.8491556980735987,-2.367823034815182
T. Martínez,CAM,0.5896455692402969,-1.7590968071276045
M. Thorsby,LDM,2.338927438382849,0.9206699759736957
B. Berisha,ST,0.3597552868137615,-0.9385364442887736
Ramón Folch,LCM,1.3574828888866541,1.7186386017552258
S. Janko,RB,1.593588831267698,0.6513923519258826
Nano,ST,0.7945939096643638,-1.6391699261347301
C. Ganea,LB,1.632148163707776,0.3268583766525438
Braga,LCM,0.787278960598623,0.19442396946878684
A. Hutton,RB,1.2858119696202086,1.325354963610768
G. Campi,CB,1.0629690792719542,2.4828448408939177
De las Cuevas,LM,1.7355933831735697,-0.26946703619391027
A. Feick,LB,1.6853998500042153,0.6423953299924191
Edson Farias,RB,1.9116460518585343,-0.21919906928868763
Lucas Possignolo,RCB,0.21397397813120855,1.993660138722369
G. Makaridze,GK,-5.207515966721079,0.4078189520457003
Kim Bo Kyung,CM,1.7811922464748409,0.16729394249568397
M. Michel,GK,-4.693115052645971,0.008487231628193606
O. Kemen,CM,2.4013867747480346,0.6469798411727282
M. Saito,LM,0.4706392535789596,-2.828899869139762
M. Kelemen,GK,-5.417337992263644,-0.040791897345004394
Lourival Dinisco,LCB,0.2658029943316481,1.574831204038951
Jairo Farnias,GK,-5.0330318467173285,-0.34541408678394026
P. Anton,LDM,0.9086340774760002,1.1757023056428033
S. Popov,RB,1.7312118707619875,0.5588594947689663
